,maker-icon,shopID,shop-name,address,price,member-text,confirm-date
0,/ext_maker_7_96x96.png,0199000525,CLOVER旭川給油所 / (株)アサヒ商会,北海道旭川市豊岡四条3-2-14,148,現金,2022/11/27
1,aker/maker_7_96x96.png,0107000221,金山セルフSS / 茂田石油(株),北海道札幌市手稲区金山一条3-15-1,148,現金,2022/11/26
2,aker/maker_7_96x96.png,0107000221,金山セルフSS / 茂田石油(株),北海道札幌市手稲区金山一条3-15-1,149,会員,2022/11/21
3,aker/maker_3_96x96.png,0199000166,セルフ釧路 / (株)オカモト,北海道釧路市入江町12-1,150,会員,2022/12/11
4,/ext_maker_19_96x96.png,0109000027,セルフランド花川 / (株)コニサーオイル,北海道石狩市花川南六条1-11-47,151,現金,2022/12/11
5,/ext_maker_19_96x96.png,0109000027,セルフランド花川 / (株)コニサーオイル,北海道石狩市花川南六条1-11-47,151,会員,2022/12/11
6,/ext_maker_3_96x96.png,0199000627,石狩ガスステーション / コストコホールセール・ジャパン(株),北海道石狩市新港南2-733-1,151,会員,2022/12/11
7,aker/maker_3_96x96.png,0199000610,セルフ手稲星置SS / (株)オカモト,北海道札幌市手稲区星置三条1-1-13,151,会員,2022/12/11
8,aker/maker_4_96x96.png,0199000599,芦野セルフSS / 茂田石油(株),北海道釧路市芦野1-27-16,151,会員,2022/12/10
9,aker/maker_7_96x96.png,0107000207,釧路セルフSS / 茂田石油(株),北海道釧路市星が浦大通1-4-30,151,会員,2022/12/10
10,aker/maker_8_96x96.png,0108000396,AIX’セルフ手稲星置SS / (株)アイックス,北海道札幌市手稲区星置三条1-2-25,151,現金,2022/11/19
11,aker/maker_99_96x96.png,0199000219,【ホクレンSS】永山2条セルフSS / (株)ホクレン油機サービス,北海道旭川市永山二条13-1-28,151,会員,2022/11/12
12,aker/maker_3_96x96.png,0199000610,セルフ手稲星置SS / (株)オカモト,北海道札幌市手稲区星置三条1-1-13,152,現金,2022/12/11
13,/ext_maker_19_96x96.png,0109000029,セルフランド雁来インター / (株)コニサーオイル,北海道札幌市東区東雁来五条1-2-12,152,会員,2022/12/11
14,aker/maker_99_96x96.png,0199000447,ガソリンガール / 東札幌石油(有),北海道札幌市東区東雁来六条1-1-1,152,現金,2022/12/11
15,/ext_maker_19_96x96.png,0109000030,セルフランド北インター / (株)コニサーオイル,北海道札幌市東区北三十三条東1-5-18,152,会員,2022/12/10
16,/ext_maker_7_96x96.png,0199000493,CLOVER石川給油所 / (株)アサヒ商会,北海道函館市石川町177-1,152,会員,2022/12/8
17,/ext_maker_7_96x96.png,0199000495,CLOVER亀田給油所 / (株)アサヒ商会,北海道函館市亀田町11-6,152,会員,2022/12/8
18,/ext_maker_7_96x96.png,0199000496,CLOVER深堀給油所 / (株)アサヒ商会,北海道函館市深堀町24-26,152,会員,2022/12/3
19,aker/maker_4_96x96.png,0107000260,函館北セルフSS / 茂田石油(株),北海道函館市昭和3-30-48,152,会員,2022/12/3
20,/ext_maker_7_96x96.png,0199000497,CLOVER桔梗給油所 / (株)アサヒ商会,北海道函館市桔梗町1-7-20,152,会員,2022/12/3
